Hydropower Station Name,Database Status,ID,Country,ISO,Reservoir Name,Lake Name,Purpose,Admin_unit,Owner ,Near_city,District ,River,Main_basin,Catch_Area ,Op_Status,Comissioned,DamComplete,No_Units,Dam_hgt ,WaterHeadhgt( max),WaterHeadHgt (min),Res_capacityMm3,Res_area km2,HPP_elec_cap,Transm_exist,Transm_length,Transm_planned,Hydropower_Type,Ann_firm_gen,Ann_tot_gen,Lat (reservoir/dam),Long (reservoir/dam),Lat (hydropower station 1),Long (hydropower station 1),Lat (hydropower station 2),Long (hydropower station 2),Display,Reference 1,Reference 2,Reference 3,Reference 4,Reference 5,Reference 6,Reference 7,Reference 8,Reference 9,Reference 10,Comment,Column1
Kundah VI (Western Catchment No 2),"Part of cascade system, not directly linked to hydro station",133,India,IND,,,Hydropower,Tamil Nadu,,Uthagamandaam,,Karampuzha,,,,Operational since 1966,,,30,,,0.549,,,,,,Storage,,,,,,,,,"Excluded as part of cascade complex, not linked to power house",https://web.archive.org/web/20110903134351/http://www.greenosai.org/environment/diversity/28-hydel-power-projects-in-nilgiris.html,http://environmentclearance.nic.in/writereaddata/modification/Extension/Attach_file/09112017X46RXOZAAddldocuments.pdf,,,,,,,,,"The Kundah Hydro-electric Power Scheme is a multiple reservior to multiple power house system: 
KUNDAH POWER HOUSE - 1
WATER SOURCE - Avalanchi & Emerald Dam
LOCATION - Kundah bridge, The Nilgiris District. 32 KMS from Ooty and 90 KMS from Coimbatore
ELEVATION - 1,631.60 Metres (5353 Feet)
INSTALLED CAPACITY - 3 X 20 = 60 MW
No. OF UNITS - 3
DATE OF COMMISSIONING
UNIT-1 08-07-1960
UNIT-2 22-07-1960
UNIT-3 01-04-1964

KUNDAH POWER HOUSE - 2
WATER SOURCE - Kundah forebay dam, Tail race water of Power House-1 & It has a forebay capacity is 1000 Cusec.
LOCATION - Geddai, The Nilgiris District. 16 KMS from Kundah and 80 KMS From Coimbatore
ELEVATION - 876.60 Metres (2876 Feet)
INSTALLED CAPACITY - 5 X 35 = 175 MW
No. OF UNITS - 5
DATE OF COMMISSIONING
UNIT-1 30-10-1960
UNIT-2 10-01-1961
UNIT-3 02-05-1961
UNIT-4 16-06-1961
UNIT-5 23-02-1964

KUNDAH POWER HOUSE - 3
WATER SOURCE - Pegumbahallah Dam, Nirali Pallam and Kattery Weir & It has a forebay capacity is 1800 Cusec.
LOCATION - Pillur, The Coimbatore District. 40 KMS from Kundah and 80 KMS From Coimbatore
ELEVATION - 436 Metres (1429 Feet)
INSTALLED CAPACITY - 3X60 = 180 MW
No. OF UNITS - 3
DATE OF COMMISSIONING
UNIT-1 07-04-1965
UNIT-2 11-06-1965
UNIT-3 18-02-1978

KUNDAH POWER HOUSE - 4
WATER SOURCE - Pillur Dam ,Tail race water of Power House III & It has a forebay capacity is 6000 Cusec.
LOCATION - Parali, The Coimbatore District. 6 KMS from Parali
ELEVATION - 364 Metres (1193 Feet)
INSTALLED CAPACITY - 2X50 = 100 MW
No. OF UNITS - 2
DATE OF COMMISSIONING
UNIT-1 27-02-1966
UNIT-2 19-10-1978

KUNDAH POWER HOUSE - 5
WATER SOURCE - Western Catchment -1, Upper Bhavani Dam & It has a forebay capacity is 700 Cusec.
LOCATION - Avalanche, The Nilgiris District, 18 KMS from Kundah, 10 KMS from Emerald and 33 KMS from Ooty
ELEVATION - 1,989 Metres (6527 Feet)
INSTALLED CAPACITY - 2X20 = 40 MW
No. OF UNITS - 2
DATE OF COMMISSIONING
UNIT-1 30-10-1964
UNIT-2 06-12-1989

KUNDAH POWER HOUSE - 6
WATER SOURCE - Water from Western Catchment - 2 & 3 , Porthimund Dam, Parsons Valley Dam & It has a Forebay Capacity is 683 Cusec.
LOCATION - Kattukuppam, The Nilgiris District
ELEVATION - 1,987 Metres (6519 Feet)
INSTALLED CAPACITY - 1X30 = 30 MW
No. OF UNITS - 1
DATE OF COMMISSIONING
UNIT-1 20-03-2000
Tail race waters fromthe Moyar power house are let out into the Moyar river.",
Kundah VI (Western Catchment No 3),"Part of cascade system, not directly linked to hydro station",134,India,IND,,,Hydropower,Tamil Nadu,,Uthagamandaam,,Karampuzha,,,,Operational since 1966,,,26,,,,,,,,,Storage,,,,,,,,,"Excluded as part of cascade complex, not linked to power house",https://web.archive.org/web/20110903134351/http://www.greenosai.org/environment/diversity/28-hydel-power-projects-in-nilgiris.html,http://environmentclearance.nic.in/writereaddata/modification/Extension/Attach_file/09112017X46RXOZAAddldocuments.pdf,,,,,,,,,"The Kundah Hydro-electric Power Scheme is a multiple reservior to multiple power house system: 
KUNDAH POWER HOUSE - 1
WATER SOURCE - Avalanchi & Emerald Dam
LOCATION - Kundah bridge, The Nilgiris District. 32 KMS from Ooty and 90 KMS from Coimbatore
ELEVATION - 1,631.60 Metres (5353 Feet)
INSTALLED CAPACITY - 3 X 20 = 60 MW
No. OF UNITS - 3
DATE OF COMMISSIONING
UNIT-1 08-07-1960
UNIT-2 22-07-1960
UNIT-3 01-04-1964

KUNDAH POWER HOUSE - 2
WATER SOURCE - Kundah forebay dam, Tail race water of Power House-1 & It has a forebay capacity is 1000 Cusec.
LOCATION - Geddai, The Nilgiris District. 16 KMS from Kundah and 80 KMS From Coimbatore
ELEVATION - 876.60 Metres (2876 Feet)
INSTALLED CAPACITY - 5 X 35 = 175 MW
No. OF UNITS - 5
DATE OF COMMISSIONING
UNIT-1 30-10-1960
UNIT-2 10-01-1961
UNIT-3 02-05-1961
UNIT-4 16-06-1961
UNIT-5 23-02-1964

KUNDAH POWER HOUSE - 3
WATER SOURCE - Pegumbahallah Dam, Nirali Pallam and Kattery Weir & It has a forebay capacity is 1800 Cusec.
LOCATION - Pillur, The Coimbatore District. 40 KMS from Kundah and 80 KMS From Coimbatore
ELEVATION - 436 Metres (1429 Feet)
INSTALLED CAPACITY - 3X60 = 180 MW
No. OF UNITS - 3
DATE OF COMMISSIONING
UNIT-1 07-04-1965
UNIT-2 11-06-1965
UNIT-3 18-02-1978

KUNDAH POWER HOUSE - 4
WATER SOURCE - Pillur Dam ,Tail race water of Power House III & It has a forebay capacity is 6000 Cusec.
LOCATION - Parali, The Coimbatore District. 6 KMS from Parali
ELEVATION - 364 Metres (1193 Feet)
INSTALLED CAPACITY - 2X50 = 100 MW
No. OF UNITS - 2
DATE OF COMMISSIONING
UNIT-1 27-02-1966
UNIT-2 19-10-1978

KUNDAH POWER HOUSE - 5
WATER SOURCE - Western Catchment -1, Upper Bhavani Dam & It has a forebay capacity is 700 Cusec.
LOCATION - Avalanche, The Nilgiris District, 18 KMS from Kundah, 10 KMS from Emerald and 33 KMS from Ooty
ELEVATION - 1,989 Metres (6527 Feet)
INSTALLED CAPACITY - 2X20 = 40 MW
No. OF UNITS - 2
DATE OF COMMISSIONING
UNIT-1 30-10-1964
UNIT-2 06-12-1989

KUNDAH POWER HOUSE - 6
WATER SOURCE - Water from Western Catchment - 2 & 3 , Porthimund Dam, Parsons Valley Dam & It has a Forebay Capacity is 683 Cusec.
LOCATION - Kattukuppam, The Nilgiris District
ELEVATION - 1,987 Metres (6519 Feet)
INSTALLED CAPACITY - 1X30 = 30 MW
No. OF UNITS - 1
DATE OF COMMISSIONING
UNIT-1 20-03-2000
Tail race waters fromthe Moyar power house are let out into the Moyar river.",
Kuttiyar,"Part of cascade system, not directly linked to hydro station",53,India,IND,,,"Irrigation, Hydropower",Tamil Nadu,,Ambasamudram,,Kuttiyar,,,,Operational since 1976,,,25,,,0.23,,,,,,,,,8.53,77.311667,,,,,"Excluded as part of cascade complex, not linked to power house",,,,,,,,,,,Part of Kadayar I,
Lower Nirar,"Part of cascade system, not directly linked to hydro station",67,India,IND,,,"Irrigation, Hydropower",Tamil Nadu,,Pollachi,,Nirar,,,,Operational since 1982,,,50.29,,,7.76,0.52,,,,,,,,,,,,,,"Excluded as part of cascade complex, not linked to power house",https://web.archive.org/web/20190209124601/http://www.parambikulam.in/about-parambikulam/parambikulam-aliyar-project/,https://upload.wikimedia.org/wikipedia/commons/c/cb/Chalakudy_River_Basin_Map.jpg,https://sandrp.in/tag/chalakudy-river-hydropower-project/,,,,,,,,Part of Parambikulam Aliyar Project (PAP),
Parambikulam,"Part of cascade system, not directly linked to hydro station",39,India,IND,,,"Irrigation, Hydropower",Tamil Nadu,,Pollachi,,Parambikulam,,,,Operational since 1967,,,73.15,,,504.66,20.72,,,,,,,,10.387772,76.768937,,,,,"Excluded as part of cascade complex, not linked to power house",https://web.archive.org/web/20190209124601/http://www.parambikulam.in/about-parambikulam/parambikulam-aliyar-project/,https://upload.wikimedia.org/wikipedia/commons/c/cb/Chalakudy_River_Basin_Map.jpg,https://sandrp.in/tag/chalakudy-river-hydropower-project/,,,,,,,,Part of Parambikulam Aliyar Project (PAP),
Peruvaripallam,"Part of cascade system, not directly linked to hydro station",45,India,IND,,,"Irrigation, Hydropower",Tamil Nadu,,Pollachi,,Peruvaripalla,,,,Operational since 1971,,,27.74,,,17.56,2.9,,,,,,,,,,,,,,"Excluded as part of cascade complex, not linked to power house",https://web.archive.org/web/20190209124601/http://www.parambikulam.in/about-parambikulam/parambikulam-aliyar-project/,https://upload.wikimedia.org/wikipedia/commons/c/cb/Chalakudy_River_Basin_Map.jpg,https://sandrp.in/tag/chalakudy-river-hydropower-project/,,,,,,,,Part of Parambikulam Aliyar Project (PAP),
Pykara Ultimate Stage Hydro Electric Plant (PUSHEP),Matched with hydro station,147,India,IND,,,Hydropower,Tamil Nadu,,Uthagamandalam,,Pykara,,,Operational ,Operational since 1976,1976,,45,,,5.85,,150,,,,Run-of-River,,,11.462477,76.603147,11.462477,76.603147,,,"Matched Dams, Stations and Reservoirs",http://www.cea.nic.in/reports/annual/hydroreview/hydro_review-2018.pdf,,,,,,,,,,,
Suruliyar (Manalar),Matched with hydro station,151,India,IND,Manalar,,Hydropower,Tamil Nadu,,Chinnamanur,Theni,Manlar,,,Operational ,Operational since 1978,1978,1,40,979.15,,13.58,0.306,35,,,,Storage,,,9.62318,77.346094,9.620518,77.272641,,,"Matched Dams, Stations and Reservoirs",https://www.tangedco.gov.in/hydrokoday.html,,,,,,,,,,,
Uppar Nirar Weir,"Part of cascade system, not directly linked to hydro station",50,India,IND,,,"Irrigation, Hydropower",Tamil Nadu,,Pollachi,,Nirar,,,,Operational since 1975,,,25.91,,,0.99,0.08,,,,,,,,,,,,,,"Excluded as part of cascade complex, not linked to power house",https://web.archive.org/web/20190209124601/http://www.parambikulam.in/about-parambikulam/parambikulam-aliyar-project/,https://upload.wikimedia.org/wikipedia/commons/c/cb/Chalakudy_River_Basin_Map.jpg,https://sandrp.in/tag/chalakudy-river-hydropower-project/,,,,,,,,Part of Parambikulam Aliyar Project (PAP),
Upper Bhavanipumping Weir,"Part of cascade system, not directly linked to hydro station",126,India,IND,,,Hydropower,Tamil Nadu,,Uthagamandaam,,Bhavani,,,,Operational since 1965,,,19,,,0.65, ,,,,,,,,,,,,,,"Excluded as part of cascade complex, not linked to power house",https://web.archive.org/web/20110903134351/http://www.greenosai.org/environment/diversity/28-hydel-power-projects-in-nilgiris.html,http://environmentclearance.nic.in/writereaddata/modification/Extension/Attach_file/09112017X46RXOZAAddldocuments.pdf,,,,,,,,,"The Kundah Hydro-electric Power Scheme is a multiple reservior to multiple power house system: 
KUNDAH POWER HOUSE - 1
WATER SOURCE - Avalanchi & Emerald Dam
LOCATION - Kundah bridge, The Nilgiris District. 32 KMS from Ooty and 90 KMS from Coimbatore
ELEVATION - 1,631.60 Metres (5353 Feet)
INSTALLED CAPACITY - 3 X 20 = 60 MW
No. OF UNITS - 3
DATE OF COMMISSIONING
UNIT-1 08-07-1960
UNIT-2 22-07-1960
UNIT-3 01-04-1964

KUNDAH POWER HOUSE - 2
WATER SOURCE - Kundah forebay dam, Tail race water of Power House-1 & It has a forebay capacity is 1000 Cusec.
LOCATION - Geddai, The Nilgiris District. 16 KMS from Kundah and 80 KMS From Coimbatore
ELEVATION - 876.60 Metres (2876 Feet)
INSTALLED CAPACITY - 5 X 35 = 175 MW
No. OF UNITS - 5
DATE OF COMMISSIONING
UNIT-1 30-10-1960
UNIT-2 10-01-1961
UNIT-3 02-05-1961
UNIT-4 16-06-1961
UNIT-5 23-02-1964

KUNDAH POWER HOUSE - 3
WATER SOURCE - Pegumbahallah Dam, Nirali Pallam and Kattery Weir & It has a forebay capacity is 1800 Cusec.
LOCATION - Pillur, The Coimbatore District. 40 KMS from Kundah and 80 KMS From Coimbatore
ELEVATION - 436 Metres (1429 Feet)
INSTALLED CAPACITY - 3X60 = 180 MW
No. OF UNITS - 3
DATE OF COMMISSIONING
UNIT-1 07-04-1965
UNIT-2 11-06-1965
UNIT-3 18-02-1978

KUNDAH POWER HOUSE - 4
WATER SOURCE - Pillur Dam ,Tail race water of Power House III & It has a forebay capacity is 6000 Cusec.
LOCATION - Parali, The Coimbatore District. 6 KMS from Parali
ELEVATION - 364 Metres (1193 Feet)
INSTALLED CAPACITY - 2X50 = 100 MW
No. OF UNITS - 2
DATE OF COMMISSIONING
UNIT-1 27-02-1966
UNIT-2 19-10-1978

KUNDAH POWER HOUSE - 5
WATER SOURCE - Western Catchment -1, Upper Bhavani Dam & It has a forebay capacity is 700 Cusec.
LOCATION - Avalanche, The Nilgiris District, 18 KMS from Kundah, 10 KMS from Emerald and 33 KMS from Ooty
ELEVATION - 1,989 Metres (6527 Feet)
INSTALLED CAPACITY - 2X20 = 40 MW
No. OF UNITS - 2
DATE OF COMMISSIONING
UNIT-1 30-10-1964
UNIT-2 06-12-1989

KUNDAH POWER HOUSE - 6
WATER SOURCE - Water from Western Catchment - 2 & 3 , Porthimund Dam, Parsons Valley Dam & It has a Forebay Capacity is 683 Cusec.
LOCATION - Kattukuppam, The Nilgiris District
ELEVATION - 1,987 Metres (6519 Feet)
INSTALLED CAPACITY - 1X30 = 30 MW
No. OF UNITS - 1
DATE OF COMMISSIONING
UNIT-1 20-03-2000
Tail race waters fromthe Moyar power house are let out into the Moyar river.",
Vandal Weir,Unable to match with a hydropower station,163,India,IND,,,Hydropower,Tamil Nadu,,Pollachi,,Thoraikkadavu,,,,Operational since 1986,,,20.5,,,,,,,,,,,,10.386111,77.08,,,,,Unable to match dam with a hydropower station,,,,,,,,,,,,
Vennirar,Unable to match with a hydropower station,152,India,IND,,,Hydropower,Tamil Nadu,,Chinnamanur,,Vennirar,,,,Operational since 1978,,,29,,,0.144,,,,,,,,,11.901547,78.328902,,,,,Unable to match dam with a hydropower station,,,,,,,,,,,,
Jurala,Matched with hydro station,25,India,IND,Jurala,,"Irrigation, Hydropower, Multi-purpose ",Telangana ,Telangana Power Generation Corporation ,Gadwal,Jogulamba Gadwal ,Krishna,Krishna ,,Operational ,Operational since 1996,1996,6+6,40,,,338.1,67.68,234 + 240,220,,,Run of River ,,324,16.332321,77.703468,16.313056,77.777222,16.332321,77.703468,"Matched Dams, Stations and Reservoirs",https://en.wikipedia.org/wiki/Jurala_Project,https://www.wikiwand.com/en/Jurala_Project,https://www.thehindubusinessline.com/news/national/Jurala-hydel-power-house-Two-units-inundated/article20832358.ece,https://en.wikipedia.org/wiki/Lower_Jurala_Hydro_Electric_Project,,,,,,,"Jaralu project is located at the southern part of Telanganal However, it is also a location close to wehre the states of Andhra Pradesh, Telangana and Karnataka has met. There is two power plant for this reservoir: Priyadarshini Jurala and Lower Jurala power plant. Thte annual generation is the combination of these two hydroelectric : Priyadarshini Jurala[186] and Lower Jurala [138].",
Nizam Sagar,Matched with hydro station,5,India,IND,,Nizam Sagar Lake ,"Irrigation, Hydropower",Telangana ,Telangana Power Generation Corporation ,Banswada,Nizamabad,Manjira,Godavari River,,Operational ,Operational since 1931,1931,2,47.72,,,504.435,146.36,10,132,,,Storage ,,,18.20252,77.923471,18.21633,77.960641,,,"Matched Dams, Stations and Reservoirs",http://www.irrigation.telangana.gov.in/img/projectspdf/nizamsagar.pdf,http://globalenergyobservatory.org/geoid/4507,https://www.tsgenco.co.in/getInfo.do,https://www.industryabout.com/country-territories-3/870-india/hydro-energy/17758-nizam-sagar-dam,https://www.tsgenco.co.in/files/6473.pdf,https://templesinindiainfo.com/nizam-sagar-dam-medak-drinking-water-manjeera-hyderabad-and-secunderabad/,,,,,,
Sriram sagar,Matched with hydro station,58,India,IND,Sriramsagar ,,"Irrigation, Hydropower",Telangana ,Telangana Power Generation Corporation ,Nizamabad,Nizamabad,Godavari,,91751,Operational ,Operational since 1977,1977,3,43,,,3170,450.82,27,132,,,Storage ,,91,18.9667,78.3333,18.966831,78.344732,,,"Matched Dams, Stations and Reservoirs",https://irrigation.telangana.gov.in/img/projectspdf/srsp1.pdf,http://globalenergyobservatory.org/geoid/4828,https://en.wikipedia.org/wiki/Sriram_Sagar,http://www.kgbo-cwc.ap.nic.in/About%20Basins/Godavari.pdf,https://www.scribd.com/document/58795771/Godavari-River-Water-Sharing-Accord,,,,,,"Known as ""Pochampadu Project"". The Hydro Electric dam is named as ""Pochampad Hydroelectric Power Plant India"". The location of the power station varies via different websites, although the google earth location said that the project is in Telangana. The APGENCO, the government website of the Andhra Pradesh, has no records of the power station, therefore, it has assumed that the project is in Telangana. Please note that, Telangana is the 29th state which was separated from the northwestern part of Andhra Pradesh on 2 June 2014.",
Gumti,Matched with hydro station,148,India,IND,,,Hydropower,Tripura,Tripura State Electricity Corporation Ltd.,Amarpur,,Gumti,,,Operational ,Operational since 1976,1976,3,30,,,0.235,0.547,15,,,,Storage,,,23.426332,91.822287,23.422865,91.802401,,,"Matched Dams, Stations and Reservoirs",,,,,,,,,,,,
Matatila,Matched with hydro station,34,India,IND,,,"Irrigation, Hydropower",Uttar Pradesh,UPJVNL,Jhansi,,Betwa,,,Operational ,Operational since 1964,1964,3,45.72,31,18.3,1020,138.85,30.6,66,,,Storage,,,25.100003,78.371183,25.101004,78.372138,,,"Matched Dams, Stations and Reservoirs",http://www.upjvn.org/Home/Matatila,,,,,,,,,,,
Rajghat,Matched with hydro station,96,India,IND,,,"Irrigation, Hydropower",Uttar Pradesh,UPJVNL,Lalitpur,,Betwa,,,Operational ,Operational since 1999,1999,3,43.8,,,2170,2453,45,132,,,Storage,,87.6,24.762995,78.23242,24.764674,78.231051,,,"Matched Dams, Stations and Reservoirs",http://www.cea.nic.in/reports/annual/hydroreview/hydro_review-2018.pdf,,,,,,,,,,,
Rihand,Matched with hydro station,115,India,IND,Rihand,,Hydropower,Uttar Pradesh,UPJVNL,Dudhi,,Rihand,Ganga,,Operational ,Operational since 1962,1962,6,91.46,,,10608,460.8,300,132,,,Storage,,920,24.2019,83.0067,24.204297,83.008293,,,"Matched Dams, Stations and Reservoirs",http://www.cea.nic.in/reports/annual/hydroreview/hydro_review-2018.pdf,,,,,,,,,,,
Sijar,Unable to match with a hydropower station,27,India,IND,,,"Irrigation, Hydropower",Uttar Pradesh,,Jhansi,,Sijar,,,,Unknown,,,13.8,,,55.85,22.5,,,,,,,,,,,,,,Unable to match dam with a hydropower station,,,,,,,,,,,,
Silhata,Unable to match with a hydropower station,32,India,IND,,,"Irrigation, Hydropower",Uttar Pradesh,,Sonbhadra,,Local Nala,,,,Operational since 1962,,,16.2,,,1.288,,,,,,,,,,,,,,,Unable to match dam with a hydropower station,,,,,,,,,,,,
Alaknanda (formerly Shrinagar),Matched with hydro station,107,India,IND,Shrinagar,,Hydropower,Uttarakhand,JPPVL,Tehri Garhwal,,Alakhnanda,,,Operational ,Operational since 2015,2015,4,85,,,7.8,,330,,,,Run-of-River,,1396.84,30.240395,78.83172,30.240483,78.833608,,,"Matched Dams, Stations and Reservoirs",http://www.cea.nic.in/reports/annual/hydroreview/hydro_review-2018.pdf,,,,,,,,,,,
Tehri,Matched with hydro station,90,India,IND,Tehri,,"Irrigation, Hydropower",Uttarakhand,THDC,Tehri,,Bhagirathi,Ganga,,Operational ,Operational since 2005,2005,4,260.5,,,3540,42,1000,220,,,Storage,,2797,30.3728,78.4803,,,,,"Matched Dams, Stations and Reservoirs",http://www.cea.nic.in/reports/annual/hydroreview/hydro_review-2018.pdf,,,,,,,,,,,
Lakhwar,Under construction / stalled,94,India,IND,,,"Irrigation, Hydropower",Uttarakhand,Uttarakhand Jal Vidyut Nigam Limited (UJVL),Deharadun,,Yamuna,,,Under Construction ,Incomplete,,3,204,,,580,95.7,,,,,Storage,,,30.516667,77.933333,,,,,"Under Construction, stalled",http://www.cea.nic.in/reports/others/hydro/hpm/qly93.pdf,,,,,,,,,,,
Vyasi,Under construction / stalled,95,India,IND,,,"Irrigation, Hydropower",Uttarakhand,Uttarakhand Jal Vidyut Nigam Limited (UJVL),Dehradun,,Yamuna,,,Under Construction ,Incomplete,,2,88,,,13.69,0.729,,,,,Run-of-River,,,,,30.524494,77.885493,,,"Under Construction, stalled",http://www.cea.nic.in/reports/others/hydro/hpm/qly93.pdf,,,,,,,,,,,
Birpur,Unable to match with a hydropower station,26,India,IND,,,"Irrigation, Hydropower",Uttarakhand,,Nainatal,,Arjun,,,,Unknown,,,16,,,5.469,1.792,,,,,Storage,,,26.116667,77.133333,,,,,Unable to match dam with a hydropower station,,,,,,,,,,,,
Ichari,Unable to match with a hydropower station,145,India,IND,,,Hydropower,Uttarakhand,,Deharadun,,Tons,,,,Operational since 1975,,,59.25,,,8.93,0.8125,,,,,,,,32.4306,75.9864,,,,,Unable to match dam with a hydropower station,,,,,,,,,,,,
Kishau,Unable to match with a hydropower station,93,India,IND,,,"Irrigation, Hydropower",Uttarakhand,,Deharadun,,Tons,,,,Incomplete,,,236,,,1330,0.0217,,,,,,,,,,,,,,Unable to match dam with a hydropower station,,,,,,,,,,,,
Maneri Bhali Stage I,Matched with hydro station,174,India,IND,,,Hydropower,Uttarakhand,,Uttarkasi,,Bhagirathi,,,Operational ,Operational since 1984,1984,3,39,,,0.6,0.18,395,,,,Run-of-River,,395,30.739417,78.528591,30.735547,78.513858,,,"Matched Dams, Stations and Reservoirs",http://www.cea.nic.in/reports/annual/hydroreview/hydro_review-2018.pdf,,,,,,,,,,,
Ramganga Saddle,"Part of cascade system, not directly linked to hydro station",49,India,IND,,,"Irrigation, Hydropower",Uttarakhand,,Pauri Garhwal,,Chuisot,,,,Operational since 1974,,,71,,,,70.85,,,,,Storage,,,29.533565,78.773946,,,,,"Excluded as part of cascade complex, not linked to power house",,,,,,,,,,,Another dam of Ramganga,
Ramganga,Matched with hydro station,47,India,IND,Ramganga,,"Irrigation, Hydropower",Uttarakhand ,Uttarakhand Jal Vidyut Nigam Limited (UJVL),Lansdowne,,Ramganga,,,Operational ,Operational since 1974,1974,3,128,,,250,19.72,198,132,,,Storage,,334,29.519496,78.756036,29.517027,78.757584,,,"Matched Dams, Stations and Reservoirs",http://www.cea.nic.in/reports/annual/hydroreview/hydro_review-2018.pdf,,,,,,,,,,,
Massanjore,Matched with hydro station,12,India,IND,,,"Irrigation, Hydropower",West Bengal,WAPCOS Limited,Suri,,Mayurakshi,,,Operational ,Operational since 1955,1955,2,47,,,617,64.7,4,,,,Storage,,,24.106667,87.308028,24.106962,87.309393,,,"Matched Dams, Stations and Reservoirs",http://www.cea.nic.in/reports/annual/hydroreview/hydro_review-2018.pdf,,,,,,,,,,,
Canada,Unable to match with a hydropower station,11,India,IND,,,"Irrigation, Hydropower",West Bengal,,Dumka,,Mayurakshi,Ganges,,,Operational since 1955,,,47,,,,,,,,,,,,,,,,,,Unable to match dam with a hydropower station,,,,,,,,,,,,
Kangsabati,Unable to match with a hydropower station,38,India,IND,,,"Irrigation, Hydropower",West Bengal,,Bankura,,K.Bati/ Kumari,,,,Operational since 1965,,,41,,,1040,124.32,,,,,,,,22.96399,86.78879,,,,,Unable to match dam with a hydropower station,,,,,,,,,,,,
Gazaldova,Unable to match with a hydropower station,30,India,IND,,,"Irrigation, Hydropower",,,,,Teesta,Brahmaputra,,,Unknown,,,,,,209.195,7.9,,,,,,,,,,,,,,Unable to match dam with a hydropower station,,,,,,,,,,,,
